Document,Topic_group
outgoing calls to outgoing calls hello cannot call for could you help matter urgent thank you analyst,Hardware
new required for required hi setup please done urgency please client production issues provide included please let discuss thanks,Internal Project
change address from net to com wednesday pm re requested item secure location work note added dear assigned share users changed please kindly help thanks analyst wednesday pm requested item secure location work note added work note added requested item assigned view latest work note work notes needed details reference number requested active requested summary secure location description wednesday secure location hi temporarily secure whatever secure way code mb clients review purpose please note user secure location both rights upload download share client upload source code turnaround much appreciated thanks head best regards ref msg,HR Support
one com admin role la ad tot ca update pot sent wednesday november one role hi there could you please give rights for site sites under one tried today change some permissions got following error thanks manager en,Hardware
data migration please migrate the data from old to the new for hello please informed different structure old kindly advise migrate give permissions guidelines id more assistance feel free best regards engineer thursday november pm migration please migrate old importance high dear please migrate old location by keeping same structure privacy stored under these locations thank best regard agile next annual leave november december friday november pm name change migration deadline over during period recorded more than visits hits priority help migration content old order achieve two recorded two video demos solved tasks cases same agreed deadline order give enough transfer everything old solve dependencies different define name well enable name name has updated short easy remember name has chosen reflect unified deadline total two months finish migration december old available mode download files nothing after old archived available hard deadline extending further important transfer files by date working client sites via did sites configuration plan section included ask software hardware assets predefined form notified about progress within same chief,Hardware
was locked out of account because changed password using a client problem was already fixed by by resetting password,Access
monitor not working sent monitor dear monitor work could you please help solve problem best regards,Hardware
for pm hi instructions how install connect best regards,Hardware
password reset friday pm re juts granted part members after work fine kind regards hello working programme site please requirements thanks has by protection more visit,Access
add to february pm hi please add station thank best regards,Miscellaneous
time card status card status hi could you please investigate reason why card appears submitted although already approved thank you sent friday re cards week could you approve please hi unfortunately after required approves week still submitted status can you please help here thanks,HR Support
requesting days oracle requesting days hello we would be assist with call please use for any inquiries ensure proper tracking be turned off could you please raise ticket for request below kind regards sent tuesday requesting days hello attempting request trough however when fill out request enter start end same gives error message have attached screen please let know what be doing wrong thank you manager,HR Support
reported issues when logging onto his machine sent thursday february urgent message hi think you might be able help with below kind regards analyst pl sent thursday february urgent message good morning colleague issue accessing his machine seems be locked out asked you call him urgently number below address thanks client manager your zone information,Access
client portal environment open ports and thursday pm client environment ports hi ports machines client environment attached updated form please tried create worked empty regards,Access
mailbox size increase mailbox size increase mailbox si la increase application engineer en,Storage
request for access to confluence tuesday march confluence hello wide confluence more information different working thank,Access
approval panel panel hi guys opportunity has queued head groups machine has name listed per opportunity approved execute please assigned approve please given away leave thank contract id planned holiday st st back,Miscellaneous
windows not updating sent tuesday re action required updates hello guys here error got when trying update there anything should thanks sent tuesday action required updates importance high hello everyone some you have reported more updates became available after already installing several them please check for any additional unapplied updates by following below steps critical perform these actions possible make you connected guest or press key combination display search then type update click check for updates click check button choose install updates perform restart possible repeat until there more available updates for serbian running we have uploaded update you need install here please copy your computer run we have also informed there multiple internship programs running moment tutors urged make assets belonging interns have latest updates should you encounter any issues please let know best regards ext hub,Hardware
unable to access sent thursday digital evolution hello cannot access platform our chief digital officer forwarded nor colleague can you give access we frankfurt regards senior manager frankfurt main frankfurt main sent digital evolution friday last week we officially published full materials supporting digital evolution we posted those materials platform digital created contains collection our digital activities materials observations case studies here link view download full set published materials note for moment only accessible contained post following base digital evolution deck condensed more presented deck outlining proposition approach formats keynote full animated digital evolution deck fully animated keynote outlining proposition story along with extra helping showmanship digital evolution presentation write up written document outlining story voice over script for animated keynote digital evolution published also available digital evolution case studies products vacation rentals manchester press reading telecommunications if you have any questions about digital evolution or would like talk through upcoming materials more detail please let know if you have any questions about or how you can contribute platform please reach out thanks good hunting chief digital officer,Hardware
screen investigation sent thursday screen investigation hello please open low priority incident queue for investigating report kind regards engineer got feedback,Hardware
unable to access shared folder re col data confirm hi seems have access any folders afraid best sent col data confirm dear confirmed you should be able access location where data regarding lawsuit located can you please check confirm colombia lawsuit thank you lead,Storage
timecard error timecard error hi we re attached error while trying save timecard for visit could you please help with thanks manager,HR Support
time sheets oracle sent wednesday november sheets hello seems have one more issue with when run report can sheets for codes because customer name for these codes have issue with thank you officer ext en address blvd,HR Support
it catalogue catalogue hi can you advise why have access view catalogue please need send colleague can access because have permission thanks,Hardware
new starter access card enabling thursday pm re starter form sorry please find attached officer thursday starter form hi please assist completion attached thanks,HR Support
domain admin credentials for net credentials hi currently working please arrange asap thanks kind regards senior infrastructure engineer infrastructure mob,Hardware
amend holiday approver wednesday please review annual leave pm dear please holyday change approver holyday thanks regards wednesday automatic please review annual leave pm please note annual leave training please speak retain resource proposal review please speak apart then please speak absence,HR Support
account friday pm hi please thank,Access
revised exchange rates thursday revised rates hello has rates salaries converted different currencies please rates update revised rates please let country rate germany colombia cop macedonia regards,Hardware
issues with monitors hi guys monitors issues contrast resolution tweak these regular basis hurting eyes back neck position back hurts lay lower protect neck please assign monitors adjusted vertically screen neck back grateful thanks,Hardware
for issues sent october re dedicate for hi seems for working could you please investigate regards manager en sent tuesday october dedicate for hi please be advised we have assigned for you requested name below name for extension number please let know if you need further help regards analyst,Hardware
change issue for sent monday july change line manager for hello requested through change current line manager for around weeks ago change yet reflected could you please help solve best regards line manager bogota,Miscellaneous
note for on next generation wednesday december pm note next generation wednesday december pm note next generation hi seen couple about tool developed wanted invite assess tool tool completely free takes less than minutes complete report wireless next generation free tool minutes left mapped dashboard multi report analyses responses operational weaknesses strengths impact forward hearing kind regards consultant alto keep informed about offers information well third parties think find useful receive information,Hardware
rename rename hi please rename existing testing community thanks head testing,Miscellaneous
travel adaptors wednesday march pm adaptors hello wanted let received two adaptors return thank senior developer,Hardware
leaver form for thursday november pm re please delete hi remember filling form her her left bit later than her probably went him fill provided thanks thursday november pm please delete hello please advise submitted leaver form looking forward hearing thanks kind regards analyst ext hub thursday november pm re please delete dear her date october she also appears left she proper report perspective needed actions were taken due terms leaver form since automated visibility control follow further actions side needed please let thank administration officer thursday november pm re please delete dear please leave thank planning officer ext thursday november pm please delete hello please advised did receive leaver tickets please date her employment has her leaver has completed by her looking forward hearing thanks kind regards analyst ext hub wednesday november pm please delete dear please delete close she left st october entries report her timecards after she left active country unit job discipline grade assignment type person type date weekday developer senior technician tower senior technician active developer senior technician tower senior technician active developer senior technician tower senior technician active developer senior technician tower senior technician active developer senior technician tower senior technician active thank planning officer ext,HR Support
access wednesday october re approved wednesday october hello please give forms please give second thanks wednesday october hello la folder si la forms copy date folder la officer ext,Storage
reset password for quarantine com tuesday february hi please thank,Access
report from oracle sent wednesday october report importance high took report giving info about enter sheet st july marked excel can enter sheet for marked period some them left some maternity leave some ladies came but marked period were maternity leave can you let know how set up them correctly shown report thanks information confidential be legally privileged intended solely for addressee any opinions expressed mine necessarily represent opinions susceptible interference if you intended recipient any disclosure copying,HR Support
visitor cards for wednesday february pm visitor cards hello please deactivate visitor cards because record whom borrowed these cards also please activate card number lovely,Access
po wednesday february pm purchase po dear purchased received items grey mobile subscription updated include device under user name link please add installing device thanks kind regards administrator,Purchase
failed disk on server room friday november pm failed disk room hello room noticed probably failed please thanks,Hardware
annual leave on th of november annual leave november hello please add november annual leave thank,HR Support
provide access to friday pm please add engineering board hello please provide thanks coordinator date friday re please add engineering board hi far tried log default credentials work kind regards thursday pm re please add engineering board regards coordinator date thursday pm re please add engineering board added looks setup yet let thanks date thursday pm please add engineering board hi please add board engineering provide more information calls board thanks coordinator,HR Support
document purchase order requisition implemented thursday pm document purchase order requisition implemented dear purchased requested by items apple symmetry slim black screen protector tempered glass please log installation kind regards administrator tuesday pm document purchase order requisition implemented task application document purchase order requisition implemented details assignee assigned date expiration date task number sold entity order buyer ordered nonrecoverable tax justification order details supplier supplier site site location supplier order description note supplier requisitioning requisition requester cost center attachments po,Purchase
re for peripherals hello looks good but have experience with using go ahead we how much durable option well known regards engineer ext en sent december re for peripherals hi please advise if mouse model sculpt mobile wireless search id dab product id search search position search action view if please indicate kind regards administrator sent wednesday december for peripherals hello please be informed we need purchase following peripherals for headphones only be ordered urgent mouse models only be ordered urgent backpacks only be ordered kindly asking you open proceed with order please consult with if needed we have starters come thank you engineer,Hardware
new project code oracle and pas on pas wednesday pm code importance high hi please create code per enclosed form please treat urgent possible thank upcoming holiday st floor blvd district registered under number whose registered old broad street kingdom provide clients each subsidiaries separate entity has liability entity acts,Internal Project
oracle expenses app wednesday july pm app hello told were share fusions expense app please let,HR Support
plug adapter tuesday february plug adapter please provide electrical plug adapter thank,Hardware
mailing groups for to be created development team july pm mailing groups created hi guys starting today mailing groups created name owners members shared mailbox kind regards,Miscellaneous
for searching issue for searching issue hello few days ago os was reinstalled got noticed for working properly when trying search for someone problem when typing search showing searching but won give any result here for when trying search best regards,Administrative rights
cannot delete edit time oracle cannot delete hello doubled by mistake days public holiday delete friday cannot delete excruciating thank,HR Support
subscription subscription dear please assign subscription visual studio best regards,Access
amend team membership tuesday pm re updated dear thank giving detected instead please let additional action needed side thanks head,Hardware
please change people manager for the following people please change hi possible please change users thank inca senior tester,Miscellaneous
request to add to confluence wednesday pm add confluence hi please add instance confluence cannot him users share out thanks director,Access
new starter confluence wednesday re workstation equipment si wednesday re attached merci head analysis tuesday pm hello please fill date thank administration officer,HR Support
new starter wednesday pm complete importance high hello please help completed form joining thank administration officer,HR Support
access resources from resources hi resources regards,HR Support
upload and transfer to upload transfer hi please rise assign reports thanks best regards application engineer wednesday pm re upload transfer please provide reports thanks wednesday pm re upload transfer hi cost transactions report regards wednesday pm re upload transfer discussed please find attached ledgers mapping had call explained usage cost transactions report how he ledgers well please ask kind regards friday pm re upload transfer want details around justify variations budget forecast how other uploaded via justified variations head thursday pm re upload transfer hi compare forecast coming cost loaded based file which far also included narratives majority transactions question about forecast then known by moment question understanding question properly regards thursday pm re upload transfer hi please thanks head tuesday pm re upload transfer hi saying wants details therefore question myself prepares journal how did past justify variations budget vs head tuesday pm re upload transfer hello load means movement per combination natural provided file details available his please provide question thanks tuesday pm re upload transfer hi store information transactional level more details about load regards tuesday pm upload transfer hi received today question upload after transfer transactions thanks head,HR Support
multiplied oracle timecard approval notifications get multiple timecard for every person for last week december week,HR Support
error error hello got following error when try access warning used setting maximum version built version or greater bit library versions enter password socket listening need hold release interface waiting client connected log hold off hold release password warning server certificate verification method enabled for more info note current script setting allow configuration call defined scripts error cannot find object or client disconnected cannot load certificate en certificate store exiting due fatal error note have changed laptop device being en kind regards agile manager,Hardware
new starter needed before the rd of wednesday starter form hi please help completion attached starter form join thank,HR Support
cannot connect to wired network cannot connect wired hello please help with wired being available colleagues around application consultant ext en,Hardware
notifications error oracle sent tuesday completed approval entries for hello having received notification when clicked notification link received error below there action part required notification but wanted inform you case there other implications with error regards sent completed approval entries for access task application approval entries for details assignee assigned date task number recommended actions entries for approval card details card period status submitted card comments reported type code location task details absences location details days comments entry totals mon wed sat start stop hours start stop hours start stop hours start stop hours start stop hours start stop hours start stop hours sick leave cost regular operations information cost regular absence leave sick leave daily totals calculated type code location task details absences location details days comments entry totals mon wed sat start stop hours start stop hours start stop hours start stop hours start stop hours start stop hours start stop hours sick leave cost regular operations information cost regular absence leave sick leave daily totals related links comments data display history updated by action performed assignee updated assigned assigned assigned assigned approved approved assigned acknowledged approved assigned approved approved assigned acknowledged approved update update,Miscellaneous
oracle and not working working hello accounts help thanks,Hardware
new purchase po thursday pm purchase po dear purchased headset mouse backpack please log installation please take consideration mandatory receipts section order receive item ordered kind regards administrator,Purchase
logging time sent thursday july logging hello could you please help with timecard submission tried error attached photo thank you assistant,HR Support
outlook issues sent friday november issues with hi there trying for ages laptop morning having issues logo screen looks like doing something but nothing happening also keep getting screen up asking enter details again even when enter them asks again again for them can you help please thanks,Administrative rights
oracle report access to be provided wednesday december pm re report provided hi please redirect thank kind regards analyst report provided dear please provide report covers overtime logged by colombia employees please once thank much administration officer,HR Support
oracle error error hi please find attached error when try approve line manager change could you please investigate issue thanks head testing,HR Support
replace link on pm replace link hello please replace link site which old thank leader registered under number whose registered old broad street kingdom provide clients each subsidiaries separate entity has liability entity acts,Hardware
outlook errors minute edited se enough disk space ne si ref la ticket pare si data va sa pot line direct,Administrative rights
migrate from old to new october pm migrate old hello please log investigate possibility migrate old locations old location location supplier document libraries please details interested mostly modified by modified date thank discipline lead,HR Support
new starter florin re starter form hello please find form attached la multi regards leader,HR Support
career change change hello help updating thank lead,Miscellaneous
access to new tuesday march pm hello migration unable bid folder location section help supporting materials please help write bid folder regards,Storage
confluence access thursday march pm confluence hi confluence since part training sessions thank kind regards specialist,Access
project manager assignment assignment please assign codes regards qui ones senior,Internal Project
printer th floor out of order printer floor out order hello printer floor print floor thank,HR Support
new members friday pm members hello please add colleagues thank great friday,Miscellaneous
new starter re attached thanks head communication engagement please consider environment printing content communication classified confidential proprietary information content communication intended solely individual entity whom addressed others authorized receive intended recipient hereby notified disclosure copying taking action reliance contents information strictly prohibited unlawful received communication error please notify immediately by responding communication then delete integrity communication has maintained nor communication free viruses interceptions interference appreciate assistance preserving confidentiality correspondence thank friday pm hi please help by filling thank regards id image cd,Hardware
monitor during staying next week november pm monitor during staying next hi tower next starting st until friday november located second level building area possible provide second monitor during period thank shared senior accountant ext re monitor during staying next re monitor during staying next monitor va engineer ext wednesday monitor during staying next hi next starting until friday located second level building possible provide second monitor during period thank shared senior accountant ext please refer section,Hardware
kind request for granting permission to book meeting rooms outlook for tuesday pm kind granting permission book meeting rooms importance high dear colleagues please kindly granting permission book meeting room looks allowed urgently book thank best regards,Hardware
increase mailbox size tuesday march increase mailbox size hi please increase mailbox size currently almost every spending lot searching delete free around mb best regards architect,Storage
maintenance thursday october importance high hello guys inform utility supplier work mentioned date please take action inform ready thank lead october importance high va ca la care mall ca va si tower la va generator care va va va se la va ref electric la mall electric va rug pre mall spa ii mob va la director mob rom,Hardware
kind request vc exception needed bucharest march pm kind vc needed importance high hi wednesday march needs video unit room instead fuji unfortunately room changed fuji meeting larger audience client knows about vc mobile workshop starting until steam vc room important video work same release plan please let possible infrastructure perspective please allocate colleague help course back after best regards,Hardware
lost badge original message sent friday lost hello unfortunately yesterday manage lose access badge could we please deactivate kind regards,Access
confluence and are not working the and belgrade offices sent tuesday confluence issue dear please be informed confluence app running could you please check reasons issues best regards manager,Access
cannot send from sent thursday hello seems cannot send directly can you please check let know progress thanks,Hardware
expired account expired hello please re enable she credentials thanks,Access
change line manager sent wednesday change line manager hi have carrier for joiner appear his line manager well but should be tried changing line manager myself but have change manager option can you please help out by changing line manager for since one should be approving his entries thanks,Miscellaneous
activation problem licensing server connection issues sent monday re activation problem licensing server connection issues dear looks like there some or issues meet users want activate idea licenses with our licensing server receive following some users meet issue work others os insist connected with cable issue appear after short period users able again connect licensing server again after short period could you please kindly investigate please kindly let know if additional information needed thanks analyst,Access
badge access needed th floor badge needed floor hi please floor thank,HR Support
new password required password required hello we need change password for laptop she forgot her station we appreciate if you doing asap thank you manager,Access
timecard error timecard error hello have timecard error can update or delete can you please assist please below thanks manager,HR Support
approval flow tuesday pm flow hi please let flow understanding structure speed process also relevant flow continue approver pm amounts search appropriate person grade question make sense regards upcoming holiday st floor blvd district,Miscellaneous
new starter tower thursday pm assistants starter discipline dear please informed candidate accepted job offer become discipline android developer st please create his credentials per attached form thank best regards specialist,HR Support
access to site friday pm permissions site hi please provide upload files folders resources library resources offers view require please thanks,Storage
oracle request invoice issues sent friday re update request prepayment vat issues vat hello there two issues with invoice part with prepayment solved but part with vat vat did can you please check thank you accounts payable,Administrative rights
po tuesday december pm po hello ramping entire needs additional memories members requested by please create installation tickets by drill please perform receipt thank administrator phone,Purchase
project manager access to for friday pm danube meeting room danube hi please provide cannot code administer change therefore believe centrally across appreciate done quickly thanks director,Miscellaneous
change project code to for pm change code hi please change code his holidays annual leave requests reach thank,Internal Project
please add user permissions please add user permissions hello user receive denied overall permission kind regards,Access
project manager update thursday pm update hello please help configurations add pm code thank,Internal Project
your mailbox is almost full mailbox almost hi guys per mailbox extended please help thanks friday november pm mailbox almost importance high mailbox almost mb mb size maximum size please reduce mailbox size delete items mailbox empty deleted items folder,Storage
access to transactor denied sent monday march access transactor denied hi guys trying connect allowed below results for connecting could open connection host port connect failed tracing route over maximum hops host be request timed out request timed out core dc trace complete can you please advise why working best regards application engineer en,Hardware
issues with logging leave oracle sent friday issues with logging leave dear can you please let know how can log into leave according with documentation should have sick leave option task details but available please below thank you analyst,HR Support
create permission to create folders wednesday pm create permission create folders importance high dear kindly ask help giving permissions update create folders functions locations please find screen thank help regards compliance officer ext,Storage
cc license for if renewal needed tuesday october re license renewal needed hi please log reassign licenses requested user license anymore thank administrator tuesday october re license renewal needed hello license placed also advise available licenses reassigned thanks analyst tuesday october re license renewal needed hello possible license colleagues thank pm re license renewal needed hello great assign license possible thank pm license renewal needed hello apologies disturbing per records has assigned license earlier her please kindly renew licenses example other member ad has left preparing licenses renewal thanks help analyst,Access
monitor request monitor please change monitor because bad,Hardware
server owners audit tuesday pm re kernel stack please identify owners rise tickets information investigate shared challenge vulnerability exists exploitable owned by please operating subject vulnerability upgrade kernel till release date patched kernel mitigate vulnerability by setting challenge limit arbitrary high want deal kernel upgrade root code nexus cap pup thank best regards engineer,Administrative rights
outlook profile wednesday pm profile hi please help make attached photo visible profile thank senior developer,Administrative rights
issue sent wednesday issue dear please note have problem viewing pending approval like vacations when navigate human tab loading after while get following error tasks available since there was problem contacting federated servers please fix issue then refresh have attached also thanks,Miscellaneous
router for project friday july router hello please log thank engineer friday july re router hello please prepare two routers shipment person site please let assistance kind regards infrastructure ext july pm re router hello implemented minutes ago decommissioned thank engineer july pm router hello please update status router decommission plan shipment thank kind regards infrastructure ext july conversation cr ca ama ca connected call has ended duration,Hardware
benefits report issue with it benefits report issue with hello there issue with benefits report please could be looked into when running report does seem extract current allocation for employees having checked couple employees seems during apply process end date added person current allocation correct needs be removed benefits report displays these with bonus allocation regards,Hardware
close project code and oracle thursday october pm close code dear ask please close code both thank regards officer ext,Internal Project
to connector connector hi got connecter thanks regards,Hardware
your feedback has impact on it support delivery sent your feedback impact hello want be one look for things when there but think you have additional comma or hyphen but one them reason being there title leader,Hardware
password reset for sent monday october please reset password hello name since cannot access writing colleagues trying log into laptop with following domain current password since about two hours ago cannot use each try log gives invalid password error please reset name password asap thanks,Access
access to oracle needed for expense reports reporting needed expense reports dear colleagues please help thanks lead december pm needed expense reports hi please generate report because expense reports thank kind regards accounts payable,HR Support
issue connecting through cannot load certificate en from certificate store sent thursday july issue connecting through cannot load certificate en certificate store hi trying connect laptop through client getting below error pasted log could you please investigate please thanks warning used setting maximum version built version or greater bit library versions enter password socket listening need hold release interface waiting client connected log hold off hold release password warning server certificate verification method enabled for more info note current script setting allow configuration call defined scripts error keyset does exist client disconnected cannot load certificate en certificate store exiting due fatal error senior manager,Hardware
time sheet missing sheet hello left enter sheet him code period person number country job discipline grade assignment person date analyst engineer analysis engineer active analyst engineer analysis engineer active analyst engineer analysis engineer active analyst engineer analysis engineer active analyst engineer analysis engineer active analyst engineer analysis engineer active analyst engineer analysis engineer active analyst engineer analysis engineer active analyst engineer analysis engineer active analyst engineer analysis engineer active analyst engineer analysis engineer active analyst engineer analysis engineer active analyst engineer analysis engineer active analyst engineer analysis engineer active thank,Miscellaneous
new starter belgrade thursday pm st hello please find attached joiner thank regards administrator,HR Support
permissions issue permissions issue dear please log assigned based thank best regards engineer permissions issue hello ask please verify permissions suppose level write today noticed cannot anymore even till regards officer,Storage
  wednesday pm dear purchase has made follows please log replenish stocks please proceed receipts receive goods thank administrator phone,Purchase
request to add user to nj friday october pm add user nj added nj needed because has him senior engineer,Access
user accounts to be disabled sent thursday list hello please raise ticket below assign thanks engineer sent thursday re list hi please find below list former employees with active accounts please disable these accounts possible name left thanks,Access
remove from add to security groups wednesday march pm groups hello please kind help further log these tasks under his name thank best regards leader ext wednesday march pm re groups hi thank help please items which related client also add thank march groups hello discussed please groups currently member let which ones thank best regards leader ext,Miscellaneous
oxford address update for web site tuesday december pm oxford update site application engineer ext oxford update site hi please make update oxford thanks thursday oxford update site hi noticed shown site oxford slightly out date square ox haven moved powers changed way formatted written anyone looking maps example find updated old site thanks,Hardware
activation failures sent monday july re activation failures small addition previous while was able activate past work anymore would usually use get product key remove add back use act parameter get activate saying cannot reach server window kind regards engineer en sent july activation failures dear please log ticket for relevant guessing investigate why activate properly newly built only noticed last week thought was one off issue but seems for any building result same when open any program get product activation failed have go manually try activate through remove product key add back then activate guess would be during build link server gets broken somewhere or might be totally off kind regards engineer en,Hardware
access to area november pm hi please provide secure area thank officer,HR Support
oracle access hi please best regards analyst tuesday november pm hello please role she timecards thank lead,HR Support
laptop backpack request thursday march pm backpack hello please log replace backpack mine over years old shoulder straps shredded usable thanks,Hardware
request managers edit permissions re permissions hello please again permissions visitor cards final file available link excel file recently changes please exclude add thank engineer ext,Storage
mailbox space thursday pm mailbox hello close reach limit mailbox please increase storage regards,Storage
phones meeting rooms sent wednesday march phones meeting rooms importance high reported dead lines could you check meeting room please thank you,Hardware
weekly review to ad import to be completed by tomorrow october review entries mobiles dear please log person logs take ownership progress due name category application client summary weekly review ad import completed by tomorrow description please review entries mobiles locations phone corresponding format order import ad successful xxx xxx xxx xxx xxx xx xxx xxx xx more details how phone updated available hardware procedure section after performing needs raised import ad name inventory priority assigned thank kind regards,Hardware
password reset for and reset password friday pm importance high guys work he product owner serious impediment he log please fix asap thanks thursday pm hello please find passwords further assistance please let kind regards analyst ext hub july pm expire days hi guys please thanks july pm re expire days please mine well,Access
new starter re starter form contractor hi please find attached completed form please let further information thanks starter form contractor dear please help completion attached starter form join contractor tuesday thank kind regards,HR Support
modify grade and thursday november re hello technician thanks wednesday november pm hello please advise grade make modifications looking forward hearing form thanks kind regards analyst ext hub wednesday november pm hello extended contractual period undefined also modified grade starting st december please because told he cannot his thanks,HR Support
problem with installing and framework sp problem with installing framework sp hi have problem while installing framework sp updates can be found then framework sp can be found when try install framework sp says there connection but have connection you can find can you please tell how can resolve problem best regards tester,Hardware
target par backup alarm alarm alarm changed status from gray to yellow original message sent thursday march alarm alarm alarm changed status yellow target par previous status status yellow alarm definition yellow metric above red metric above current values for metric metric disk space used description alarm usage disk par changed yellow,Miscellaneous
locked account sent tuesday march locked hello please help with locked issue thank you tester en,Access
add to mailboxes october add good morning please add follows thanks accounts receivables accountant ext,Storage
monitor tuesday monitor va monitor specialist blvd floor district,Hardware
reconfigure be and backup tuesday pm reconfigure backup hello dear please order reconfigure backup native tools please touch provide him assistance best regards senior engineer,HR Support
annual leave timecard sent monday annual leave timecard hello can you please help with some information regarding following our colleague had days annual leave during was automatically inserted timecard by please check below case be able submit his timecard you can there submit button can you guide please thank you,HR Support
new project code pas code hi please help creating code please find form attached find drop down please treat priority forecasts code thank much officer,Internal Project
access rights october rights hi please rights test mobile next vacations,HR Support
outlook not open and show anything on screen open show anything screen,Administrative rights
account one shared point access for bogota team shared dear please extend rights type common work together number docs places resource planning accounts libraries resource planning ca view thanks lot regards,Access
access to am oracle pas support service now queue october pm hello please shared mailbox queue thank,Storage
include missing time cards location integration report include cards location report dear please rise assign summary include cards location report agreed please amend report contain also location timecards report timecard additional information please hesitate kind regards engineer,HR Support
new starter tuesday october pm re starter form attached thank tuesday october pm starter form ext,HR Support
implementation install flood leak for the existing appliance wednesday july re change task has assigned implement change hi please ask provide he vendor newly configured supports these details please pass thanks wednesday july change task has assigned implement change hello kindly advise how proceed relevant configuring suffice looking forward hearing thanks specialist ext hub tuesday july pm re change task has assigned implement change hello please informed change task number implemented next step leakage flood added under regular monitoring please advise change closed complete also inform responsible configuring thank engineer ext change task has assigned implement change hello please advised change task number has assigned please review details take appropriate action change task details change task summary implement change change number change summary install flood leak existing appliance change task please link kind regards ref msg,Miscellaneous
laptop for new employee not provided re employee needs working laptop hello can someone pick request please working days already since started still have his hardware becoming critical sent tuesday re employee needs working laptop including thread sent monday re employee needs working laptop hello any below please already one week still have working laptop thanks sent monday employee needs working laptop hello everyone former testing internship attendee current employee starting today assigned located does have working laptop note started form already submitted for him could you please let know status how should we proceed further thanks test consultant ext en,Hardware
incorrect domain user name for please fix incorrect user name please fix hello user created wrong name understandable misunderstanding common name while common unfortunately same please user name requesting him based user name thank,Miscellaneous
new known pipeline known pipeline hi please create known pipeline high worth app phase corresponding opportunity found opportunity id pipeline needed cycle please treat high priority thanks,Internal Project
request to format laptop format hi passed log format since upcoming weeks clean thanks attention regards senior developer,Hardware
windows forced upgrade query re forced upgrade hi want schedule upgrade friday november romanian possible please thank developer wednesday november pm forced upgrade importance high hello everyone upgraded workstation please disregard coming back announcement order inform upgrade mandatory possibility choose upgrade interval kindly asking give action possible estimated upgrade process complete approximately minutes please announcement attached file after proceed upgrade starting forced upgrade means upgrade process automatically workstation stop process assets upgraded date forced upgrade take notified least two times please understand responsibility backup files important note dependency remain version please notify possible workstation having less than free please article more information kb view article kb subscription store files please make files completely synchronized unlinking subscription please kb article more kb view article kb thank kind regards ext,Administrative rights
