Document,Topic_group
oracle approve links and buttons approve links buttons hi biggies looks approve links work generates right while approve button tick round image text generates wrong response regards action required approve requisition task application take action links actions approve reject amount requester entered by flight approve reject lines flight fast cheque task action history approved approved submitted future approvers framework application identity view task details,Miscellaneous
add to managers list december pm add dear colleagues kindly asking add name thank,Miscellaneous
git access tuesday march pm platforms comparison connected git permissions hello please git repository platforms thank date tuesday march re platforms comparison connected git permissions added developer git cannot add probably thanks tuesday march pm platforms comparison connected hi please find attached document high level design overview source code located platforms track progress board work documented confluence connected cars lead by unfortunately covering licenses costs goals identify differences various platforms platforms comparison phase azure electric imp by azure next phases idea cover other platforms well ibm analysis include dumb devices vs edge devices languages various platforms speed ease pricing protocols agreed work platforms comparison also related opportunity short description vehicle driver has mount vehicle port automatically authenticated by starts monitoring tracking vehicle basic analysis done via module collecting archived database eventually alarm triggered crash hard stop boundary vehicle defined area user driver also carrier entities manage companies device monitoring by super companies available administer carrier companies managing carriers fleets vehicles drivers further dashboard companies available basic functionalities position map table basic alarms alerts per carrier historical per carrier vehicle dashboard carrier subset dashboard where carrier track monitor own fleet position map table basic alarms alerts user driver develop application minimal alerts alarms presented visually driver architectural proposal details available confluence platforms link connected cars link hardware devices platforms azure programming languages squirrel hibernate node databases mobile client android client sprint demos available regards,Hardware
chat contact type chat type hi guys please make type chat default selected tickets logged based chats understand instant which allow quantify amount users chatting via self also tried selecting chat manually test raised unable displayed none thank,Miscellaneous
add users to thursday pm social va ii social graduates care senior software developer zone,Hardware
ad error add hello we process upgrading environment we encountered ad error could you please check possible if our member add if member reference link for details dc installing server extension for gives ad error forum we suppose also member best regards senior engineer,Miscellaneous
oracle issue sent thursday issue hi could you please investigate case before got married appears with different names different sections although number same know how could impact billing process thank you,HR Support
access to using wednesday march pm hi please port thank senior developer,HR Support
access to dashboard wednesday dashboard dear please tools dashboard br analyst,HR Support
new starter return from maternity returning maternity leave hello please fill she returning maternity leave,HR Support
add address to tuesday february pm add hello received client which work please add thank,Miscellaneous
oracle change change hello please help change code please change secondary approver change same way thank senior,Miscellaneous
extra laptop for trainings october trainings importance high hello guys please advised tomorrow october doctors deliver training nutrition presentation pm kindly ask bring colleague later than tomorrow pm thank help best regards officer,Hardware
new starter belgrade st hello please find attached intern moved employment contract st sorry late information late informed too thank kind regards administrator,HR Support
access request for a list or library wednesday pm library requesting library links library manage setting library note site site site provides central storage collaboration information ideas site tool collaboration tool communication meeting tool decision making site helps groups work teams social groups share information work together example site help coordinate calendars schedules discuss ideas review proposals share information keep touch other sites dynamic interactive members site contribute own ideas content well comment contribute other registered under number whose registered old broad street kingdom provide clients each subsidiaries separate,Hardware
confluence access tuesday cannot log confluence hello users rights log confluence part error sorry incorrect please again order view feedback received demo did friday several feedback thank inca senior tester,Access
request for additional monitor additional monitor hi monitor possible best regards intern,Hardware
left the and seems to be the com sent thursday july left seems be hi when try send invite receive following message failed these or groups when checked members cannot can you please if somehow or give another solution regards master sent thursday july undeliverable canceled planning how part failed these or groups address you entered be found please check recipient address try message if problem continues please contact your diagnostic information for administrators generating server remote server returned resolver found original message headers with server id with id content type application name content transfer encoding binary canceled planning how part thread topic planning how part thread index importance high priority calendar originator id date message id accept language en en content language en attach mime version transport hosted originating return path,Hardware
time on previous employee sent monday hi when you have some can you please raise ticket related go issue wanted raise sometime last week but get around coming working projects should submit some however received attached error because some setting expenditure but unsure how proceed contract changed she employee therefore she was processed starter access needs submit any other employee also even though her status entered imported though entered be charged projects really give code possibility approve or reject know there some urgent issues with whenever you have some can you please look into advise if you have any idea how proceed thank you manager,HR Support
delivery failure failure dear can you please investigate issue got same complaints couple other colleagues well seems bit odd might be because re joining seems like recipient does exist although might have present address books invites other correspondence seems easy way re create recipient but you might also have other well best regards failed these or groups address you entered be found please check recipient address try message if problem continues please contact your diagnostic information for administrators generating server remote server returned resolver found original message headers with server id with id content type application name content transfer encoding binary round table thread topic round table thread index date message id accept language en en content language en attach mime version transport hosted originating return path lead architect,Hardware
access to updates wants updates link accept decline requests,Storage
create weekly report create weekly report,Access
multiple approval tasks for a single time card hello line manager currently vacation receiving multiple for one single card please investigate fix attaching thank you,HR Support
git com git october pm git hi connect via git work port opened port ones within thanks design lead,Access
project access request access request hello please help solve issue below regards applications discipline lead sent monday re access request hello pare sa sorry your password incorrect please try again sent monday access request access la applications discipline lead sent monday access request hi added with product owner permission feel free contact should further assistance be needed kind regards analyst ext history ticket reference ticket history additional comments customer visible update task task assignment assignee owner closed complete work notes description ref msg,Miscellaneous
dashboard contacts uploaded survey gizmo for not updated the dashboard dashboard contacts uploaded survey gizmo for updated dashboard hello seems some contacts we uploaded survey gizmo tool sent surveys appearing dashboard we uploaded sent surveys manager contacts please attached senior attached yet dashboard respondents list only includes contacts could you please investigate also there any you could check whether contacts being correctly imported for other accounts well please log ticket incident for above issue assign accordingly case you require further assistance or information please let know thank you customer care en,Miscellaneous
confluence user creation request tuesday confluence user creation dear please create confluence accounts colleagues regards discipline lead,Access
unable to open files hello seems be error with latest chrome update we still waiting for fix infrastructure we notify you gets fixed thank you have best regards engineer en sent friday re unable open files working for months only stopped there going be fix technical programme manager planned holiday none planned hello be informed chrome web feature responds for opening documents browser does work for use explorer web works fine with explorer known issue infrastructure level infrastructure already investigating for solution for issue best regards engineer en sent unable open files hi able open files for files using sites work ie have laptop updated be up date error screen below thanks technical programme manager planned holiday none planned,Hardware
amp high cpu usage amp high cpu usage hello had several problems with laptop performance after latest updates when amp was installed our machines use node for each when trying install some dependencies laptop fire please picture attached below you know what can avoid happens almost when install node packages thank you senior developer,Hardware
new starter bucharest tuesday pm re hello attached please let help other details regards wednesday pm hello please fill date thank administration officer,HR Support
admin rights for wallet tuesday pm rights wallet hello please rights wallet repository currently working thanks,Access
credentials pop sent tuesday july re notification intermittent issues resolved hi problem resolved for least get credentials up still regards master sent tuesday july notification intermittent issues resolved hello everyone please be informed previously reported issue resolved should be fully functional should you encounter any further issues hesitate contact thank you kind regards ext hub sent tuesday july notification intermittent issues importance high hello everyone you might have noticed we currently experiencing issues with some you might discover up below please check ask about again click allow you might also encounter slowness folders being updated or keeps asking for credentials we currently investigating with high priority we return with update more information becomes available thank you for your understanding apologies for any caused inconveniences best regards ext hub information confidential,Administrative rights
multiple notifications oracle action required entries hi colleague logging receiving same inform about event also same event log thank november action required entries task application take action links actions approve reject more entries details assignee assigned date task number recommended actions entries card details card period status submitted card comments reported code type location task details absences totals location details days comments mon wed sat regular concurrent engineering country enter comments about entered by daily totals calculated type code location task details absences location details days comments totals mon wed sat regular concurrent engineering country comments daily totals related links comments display history updated by action performed assignee updated assigned assigned assigned assigned assigned assigned assigned assigned assigned assigned,HR Support
job code request oracle job code dear attached please find spreadsheet job code zealand based called forwarding pre job code opened forwarding because opened which believe has contacted about want make correctly attached sheet selected because allow freely enter thank advertising,Internal Project
monitor cable replacement monitor cable replacement hello cable monitor working replaced by cable by best regards software developer,Hardware
snow access tuesday pm snow hi advise roles gill has within snow please thanks client,Miscellaneous
cannot log hours oracle cannot log hours hi please open ticket call assign best regards engineer en sent tuesday cannot log hours hi for some reason cannot enter hours for reason everything was fine last week well for please check attached for errors get feel free contact for more details regards,HR Support
allocation po tuesday july purchase po dear purchased please log allocation please take consideration mandatory receipts section order receive item ordered how video please explorer kind regards administrator,Purchase
annual leave days are not available except from over days holiday request up cannot annual days available only over days shown please check,HR Support
urgent unable to using to infra domain domain controllers sent thursday urgent unable using infra domain domain controllers hi unable using infra domain domain controllers can connect fine make connection one infra domain controllers but get error after using credentials attached regards senior server infrastructure engineer managed mobile,Hardware
account issue sent tuesday issue hi can you please help with access when trying below message displayed you have permission log if you think incorrect please contact your administrators kind regards,Hardware
after recent security updates performance of is drastically decreased team performance affected after recent updates performance drastically decreased performance hi after recent updates performance drastically decreased clearing productivity members complaining about visible annoying decreased performance please treat incident with appropriate priority thank you senior manager en,Hardware
time type oracle unavailable for co code sent tuesday november please action dear could you please resolve issue with logging fusion please log ticket thanks head sent tuesday november re please action hi cornel thanks for your answer but task details list options choose have set something senior developer sent tuesday november re please action hi please log example below be code until you assigned commercial quite possibly also for duration quality attributes confirm next week thank you head sent tuesday november please action hi cornel please can you help with code must use order activities thank you senior developer sent tuesday november please action dear part established processes each required submit his weekly basis each friday for past week must be submitted for approval you receiving because you haven followed process please action possible below breakdown your please log accordingly training materials available here id if by each wednesday there still past period then your manager also be notified country manager for for date bod total days,HR Support
issue issue hello please take look below issue insert continuously but when try log form displayed again again issue blocks daily please solve possible thank you tester,Hardware
unable to edit members of list urgent change owner dear colleagues please add members files administrator rights please thank officer floor blvd district tuesday pm urgent change owner pm urgent change owner dear please note granted administrator rights further assistance please let kind regards analyst ext history reference history additional comments visible update task task assignment assignee owner closed complete work notes description urgent change owner hi please make colleague owner updated asap therefore kind regards ref msg,Miscellaneous
outlook archive storage space october archive storage hello please extend storage activate archive constantly receive messages out archive locally available search currently working implies lots release period until thank,Storage
change on careers web change careers dear noticed search jobs search by job which changed please make change regards head,Miscellaneous
integrate external git repository with friday march pm re users hello again problem repository hosted client premises self signed certificate client credentials order connect repository git configured locally wondering how deal thank friday march pm users hello which order proceed please advised git decommissioned exactly further assistance required please let thank kind regards analyst ext hub friday march pm re users hello thank secondly possible integrate git repository thank,Access
lost access card lost access card hello please access card belongs being lost we need provide him one with full access thank you manager,Access
change job title systems oracle thursday change job title hi change job title officer job title since everywhere officer,Miscellaneous
new purchase po november pm purchase po dear purchased please log installation please take consideration mandatory receipts section order receive item ordered kind regards administrator,Purchase
trigger id snow sent thursday hello could you please escalate issue illustrated trigger id should be instead kind regards specialist,Miscellaneous
oracle logging issue logging issue hello when try log hours for week get error attached error can you please help regards,HR Support
new user accounts tuesday user accounts hi please create user accounts press queues please let thank best regards cr discipline lead registered under number whose registered old broad street kingdom provide clients each subsidiaries separate entity has liability entity acts,Access
vendor creation request snow vendor creation snow hi please add vendor snow name country senior corporate accounts mobile description please main vendor thanks kind regards officer,Access
access to access hello please log ticket for following issue longer able access impacts our directly our relevant credentials stored there if we have access then we unable provide currently contracted for attached screen please treat request with high priority regards engineering lead en,Hardware
increase mailbox size increase mailbox size hi can you please increase size mailbox already deleted unnecessary but mailbox still full regards head,Storage
password thursday december hi connect phone please help thanks counsel old broad street,Access
notification migration to friday migration hello please preparation thank migration hi think elegant gesture side help write make draft based discussions had far work awareness friday re migration hi thank help once more make recommendation encounter push back accordance best ask again help great kind regards re migration hi say prepared by owner git channel by think clear structure template launched today kept instructions placed feedback once ready given audience si forum discuss include normal sign off process thursday pm re migration hi target audience git users git decommissioned replaced functionality by means git users migrate content deadline won forward also include advisement git requests refused requesters pointed currently fully git exists provide further considering large target audience wanted ask advice thank re migration hi say difficult understand needs done target audience users supposed users thursday pm migration importance high hi type review feedback thanks migration importance high hello everyone regarding attached work instruction migration tested everything worked expected order avoid ambiguities suggest instruction repository instructions please repository once continue out repository existing git host parameter git clone git repository git navigate cloned repository cd repository git repository called git example locate clone panel left example git add remote repository git remote add git then push branches tags git push best regards engineer tuesday migration importance high hi gents doing well agreed steps which migration users attached file contain migration initiate requests basing repository create work instruction migration awaiting validation steps working properly checking issues side also few per each offer migration feedback about please feel free add comments going setup meeting same best regards,Access
facilities owner list edit tuesday re permission document hello think approve also suggest review members facilities owner contains lot obsolete thanks regards owner tuesday permission document importance high hello again kind reminder awaiting input regarding matter quite urgent colleagues order properly offer looking forward hearing thanks specialist ext hub,Miscellaneous
notification upgrade mandatory october re upgrade hello myself other working client upgrading issue raised by macedonia solution each downgrade discussions were initiated client resolution yet date until update becomes mandatory thanks october upgrade hello everyone please advised update version version assets highly critical perform upgrade during two weeks based availability order avoid virus attacks latest virus database available order update please follow steps more detailed guide found software center by searching software center search menu best endpoint agent install selected wait installation status becomes installed reboot computer icons newly installed endpoint tools note during update process lose approximately minutes questions encounter difficulties upgrading please hesitate thank kind regards ext hub,Administrative rights
access from client wednesday pm hi please help error cannot accessed client virtual machine error code forbidden denied specified uniform resource administrator good tester,Hardware
new purchase po purchase po dear purchased scanner symbol cs sr link brother flexible tape roll please log allocation please call regarding scanner kind regards administrator,Purchase
re devices to be purchased sent tuesday devices be purchased hi list devices told you about galaxy mini device include smaller sub android lollipop for automation testing edge plus please check availability prices for devices list merci manager,Purchase
new purchase po purchase po dear purchased dock please log allocation after item please take consideration mandatory receipts section order receive item ordered how video link please receipt number item needed processed thank kind regards administrator,Purchase
new starter hello please fill date weekend,HR Support
search for members oracle sent monday search for members know how we supposed find when searching manager,HR Support
does not work anymore sent friday re update does work anymore hi guys checked connection using doe work please help out thanks sent friday update does work anymore dear further our recent communication we believe your below query resolved if you with resolution there need for response however please let know if we can be any further assistance matter reference number summary does work anymore resolver description sent friday does work anymore hi guys have issues with does connect when initialize keeps waiting forever there something wrong with can you please help out thanks kind regards ext hub ref msg,Hardware
local server storage wednesday december storage dear issues storage until photos stored shared folder want download persons same photos even getting slow add storage please advise best solution maybe other location settled please let additional information tank specialist,Storage
wants to access documents tuesday pm wants proposal view details accept decline,Storage
issues issues hello during course today we have experiencing intermittent issues with interface stops responding various stages interface buttons can longer be pressed best regards click here find out more about experience en address blvd th floor district please refer section our for list entities,Administrative rights
log time for pre post natal leave thursday july pm re log pre post natal leave leaving prenatal today writing please make logged accordingly senior extension mobile thursday july pm log pre post natal leave hello please advised replacing starting july thus advise wait until then proceed thank understanding kind regards analyst ext thursday july pm log pre post natal leave hi please log period absence leave leave pre post natal leave period thank senior extension mobile,HR Support
report for july pm report hi guys please log forward usage report thanks friday february re report hi pass requests hopefully today please assign requests starting next thanks technical consultant ext zone,Hardware
stands for stands dear please provide stands located consists far understand raised then please help details task vendor etc kind regards va analyst wednesday november pm stands hi feel necessity stands while working designing creating tiles order adjust right height where work more comfortable numbered reasons useful stand avoid back pain eye strain neck pull faced by while working concentrate work better because head straight position uncomfortable position while placed appropriate position entire work increase work efficiency produce better results attention divert because pressure strain part body best regards analyst,Hardware
add com to block list wednesday march pm hi add thanks march re different prepared march re third seen seen teams march good march want make transfer upon receipt information complete thanks,Miscellaneous
new starter tudor graduates hello please fill graduates date thank administration officer,HR Support
problems with access card sent monday november access issues hello have problems with access card cannot enter any floor could you please help with thank you consultant,Access
re new starter access card enabling re starter card enabling hi please assign card please thank much,HR Support
investigate how the ticket was assigned to the old closed oracle support team requested item warning hello please investigate how assigned old closed became possible how avoid future please matter thank best regards analyst wednesday pm requested item warning close breaching please advised unassigned close breaching reference number summary operational errors priority location resolution target date assigned engineer unassigned please,Miscellaneous
social access wednesday pm social hello please add social groups thank,Miscellaneous
error oracle time sheet sent wednesday error sheet hello have next error could you help solve thanks advice regards tester,HR Support
download feature tuesday december pm download feature application engineer ext re download feature hi download functionality various actions functionality taken further aim cool discussed meanwhile find components creating dedicated landing pages forms included download requests etc follow upon return moving further functionality meanwhile regarding perspectives functionality preview per latest improvements were done deploy scheduled next pointed out think over version passed testing great how works looks multiple devices resolutions thanks also update perspectives terms content updates component image report headline characters short description characters spaces included comment agile insert perspectives component please events component thanks prompt reaction over turkey cheers pm re download feature perfect thank content pm re download feature better attached file follow link agile application engineer ext re download feature hello la fie rest maine ca si transmit thanks content pm re download feature hello update agile staging scroll agile text si la more duce la production fie best regards application engineer ext re download feature se va va face staging ti si ca prod regards pm re download feature worries thanks ca sip digital perspectives cum call content pm re download feature back call link care si merge option sept si si se si sis dam sorry ca la seems regards re download feature hi feature scheduled next fine maybe call myself understand exactly needed resolve regards re download feature looping hopefully speed things content friday pm re download feature hi vacation help issue please thanks content thursday pm download feature hi re close final version perspectives feature stage host content link please possible better way doing out next thursday thanks content,Hardware
increase mailbox size tuesday march mailbox almost hi mailbox please provide more best regards developer,Storage
account tuesday october pm hello kind add thank regards,Access
password reset request ferry wednesday pm users hi please users clients because expire next few days ferry thanks regards,Access
past absence leaves issues sent monday past absence leaves issues dear please be informed several employees cannot put past absence leaves issue arises after putting annual leave code task details appear search tab without absence leave cannot be submitted please address issue kind regards specialist,HR Support
can establish connection sent wednesday can establish connection hi can establish connection laptop via attached error copied console further notes have noted issue week july but really bother because was going vacation anyway also unable connect server or be related some issue with incorrect certificates but occurred around same usually connected directly because using laptop only client site but can drop into frankfurt over lunchtime connect directly if helps resolve issue any ideas how fix expert frankfurt main frankfurt main,Hardware
recovery key sent friday july laptop issue hello was trying update drivers laptop but then came point where requires key means problem since possess such thing could you please assist thanks regards applications engineer,Hardware
received notification re we updated notification hi received below ticket resolved earlier however received enclosed notification can you please check remove any notification mailing list thanks,Miscellaneous
change pm change hi please thank discipline lead,Miscellaneous
approver change for friday july pm approver change hi guys please change approver he thanks,Miscellaneous
procurement preparer and buyer role for fort preparer buyer role hi guys please kindly preparer buyer role entities please hi please kindly log thanks kind regards,HR Support
submitting error sent monday submit dear have some issue submit below please find having when following steps required submit thanks best iv senior tester colombia,HR Support
account confluence july pm hi developer confluence etc thanks,Access
access to confluence confluence hi please give confluence regards,Access
backup or snapshot of thursday july pm backup snapshot hi guys please create backup starting each consecutive each allow back weeks also please create same procedure duplicated earlier today copy thanks thursday july pm backup snapshot hi continue next step gateway source ask create snapshot rollback changes thank best mobile,Access
access to expense report oracle friday march expense report hi please provide report costs persons prompt assistance much appreciated thanks head,HR Support
request access to secured area tower secured area tower hello please secured area tower intern kindly please approve thank regards officer,HR Support
please check for two please two hi final objective make users cannot these repositories past issues regarding default permissions after importing repository please thanks,Access
create com march pm hello please create common give se thank regards leader,Miscellaneous
oracle issues sent friday issues hi currently having issues with submitting within have entered annual leave already populated however when click next or save etc get error shown below could you kindly assist please thanks,HR Support
code request tuesday october code hello due person allocated own code order facilitate communication client term assignment forecast allocation until colleague starting he allocated same thanks application consultant big lead,Internal Project
new purchase po purchase po dear purchased please log allocation please take consideration mandatory receipts section order receive item ordered how video please explorer thank administrator,Purchase
data export from confluence space export confluence hi guys export information confluence pass client please let how simplest possible way thanks,Access
visitor cards activation november pm si se la,Access
new starter new jersey friday starter form complete hi please help completed form joining jersey thank administration officer,HR Support
access card can not access th floor before am and after pm mea la si va,Access
new starter re starter form date hello please find starter form let needed thanks starter form date hello please fill starter form she join later than let details thanks weekend,HR Support
hardware retrieval request tuesday july items floor hey please log order items monitor mine monitor mine mine thank tester,Hardware
link account to oracle support queue re user identifier added tx friday pm re user identifier similar inca wednesday july re user identifier wednesday july re user identifier done best regards analyst wednesday july re user identifier la site cine se va wednesday july pm re user identifier care nostrum si care se va re user identifier guys fie la care etc procedural ca conform pare se ne sr design lead ext friday pm re user identifier weekend fain friday pm re user identifier si ca pot ne guidance re user identifier wrote tie administrators la contractual gold tine ca conform fie platinum level fie gold develop secure index membership level software updates requests platinum included included included plus per specialization exceed gold included included per specialization exceed purchase packs included included none la si ca sr la cine se friday pm re user identifier create sr si care hi please note status contract appears active gold software updates level according policies gold level eligible create discuss further purchase requests package please center program membership resources center index please touch center let proceed closure sr best regards hub application engineer friday pm re user identifier ca se pot sr friday pm re user identifier hello ne va sr la si sc application engineer friday pm user identifier dear user administrator user has identifier sr identifier manage user identifier by clicking links manage user screen manage user screen please unattended,Access
change owner of team tuesday july change owner hi please change owner person change members by removing add these persons thank software engineer st republic blending industry expertise,Miscellaneous
cable request friday pm cable hi meters cable order connect thank kind regards,Hardware
pas closing inactive projects closing inactive hi please close inactive name code date zoom possible ending date please advise closest possible date best regards,Internal Project
new project code pas tuesday march pm code hi please let help creating code thank,Internal Project
address not connecting due to a big scan at a printer hi think address blocked due big printer can you help,Hardware
new purchase po re purchase po thanks lot update great afternoon everyone wednesday november purchase po dear purchased please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video link kind regards administrator,Purchase
snow settings change request pm fwd has failed processed by good afternoon unable approve both his machines allowing alter his rather than daily he change his please advise thanks managing director ext street,Miscellaneous
cc and expenditure types guide expenditure types guide hi please find attached latest expenditure types guide best regards,Hardware
it support at the venue needed wednesday venue needed dear purpose outdoor corporate party possible technical venue villa pm please let count person totally enough grateful communications,Hardware
re annual leave logging time issue sent wednesday re annual leave logging issue dear would you please check once again we followed your recommendations however tasks appear into field copied same issue thanks sent annual leave logging issue hello please be advised annual leave option should be available only little bit harder find order find please enter absence leave code task details section please click section click select display value click search complete list available options tasks should be present if there any issues please let know best regards analyst ext hub sent wednesday annual leave logging issue hello trying log for annual leave but tasks for appreciate your thanks regards senior tester,HR Support
icon question pm pm regarding lock icons files pm minute call pm hey pm call pm pm se pare ca pot cine si complaints ca good dam merge pm ca pm si pm good pot pm eventual si ca known issue ca se thanks pm pm pm si pm la weekend fain pm pm regarding lock icons files pm minute call pm hey pm call wednesday re icon question hello please about regards discipline lead wednesday re icon question hi keep noticing everywhere instance location icon appeared after replaced old version app saved same happens throughout site owner thanks leader wednesday re icon question hello please location where locked best regards engineer tuesday pm icon question hi guys requires please let lock means certain thanks leader,Access
check why contract is not approval and do adjustments check why contract approval adjustments dear please log ticket for below request assign best regards senior engineer original message sent thursday xerox approve contractual si cum pending contract id ail approved stage ca ail best regards manager original message sent thursday re xerox original message sent thursday re xerox sa fie approved merci best regards manager original message sent thursday re xerox hello sa inca data si si si pot original message sent thursday xerox contract id merci original message sent thursday xerox please open scanned number images file type device name device location,Miscellaneous
monitor installation si pot la,Hardware
please add to lists tuesday please add lists hi please add him unicorns pink dragons well panthers thanks,Miscellaneous
people manager change form friday pm change form dear recent found out approve person join change form option approver by default please explain kindest regards ga par consultant,Miscellaneous
internal transfer pop pas friday pm re transfer form date hi which she added her he owner mailbox which needed restrict her thank officer wednesday re transfer form date hi let come back thanks officer wednesday re transfer form date hi please help identify other rights along her role she restrict her role please let log tickets regards analyst ext hub re transfer form date hi please find attached transfer form starting date st october agreed by submitted today change via approved regarding hardware thank officer tuesday pm re transfer form date hello sept st per discussion october st going she make complete resource thanks kind regards tuesday pm re transfer form date hello grade st cost centre other thank pm transfer form date hello please provide details make changes understand transfer form reflect requirements guess give details via fill ourselves please advise change has submitted via also guess hardware required kind regards analyst ext hub tuesday pm re transfer form date hello guys clear take role commencing october she trainings st kind regards tuesday pm transfer form date hello please fill attached transfer form thanks registered under number whose registered old broad street kingdom provide clients each subsidiaries separate entity has liability,HR Support
oracle reports wednesday pm reports hi guys save customized reports shared location think please thanks shared,Storage
warning disk detected error sent monday november warning disk detected error event error was reported by disk drive disk channel id sn enclosure slot key code qual unit attention disk drive reset itself event id event code event severity warning event name location client name contact address additional information disk drive reset itself due logic error recommended action event logged with warning severity if indicated disk running latest update disk if event logged with warning severity for same disk more than five times one week indicated disk running latest replace disk,Miscellaneous
permissions to roaming profile folder on hello please permissions profiles has agreed roaming profile done by added myself folder which think receive attached error thank kind regards,Storage
please run extra anti scan on please run extra anti hi can you ask run deep level anti laptop using because we concerned there might be process running computer accessing least one server without knowledge course urgent possible kind regards information compliance officer extension or,Hardware
queries forefront threat management gateway issues tuesday pm forefront threat gateway issues hi regarding forefront threat gateway users gateway issues after session expires users redirected gateway log again due error appearing site probably error appears because forefront injects file after session expiration gateway configured way avoid issue thanks job engineer,Hardware
oracle access sent monday access hi can you please help with access cannot with pass know if active regards,Hardware
please add groups to all july pm please add groups hello kindly ask add groups clearing merchant thank mobile,Miscellaneous
wants to share job description templates with tuesday february pm wants share job description templates want share job description templates accept decline,Storage
po thursday november pm po good evening has owns please create installation please perform receipt by screen capture thank administrator phone,Purchase
remove simple tv from main dashboard thursday simple tv main dashboard hello please simple tv main dashboard active simple tv polls monitored thank best regards,Hardware
monitor monitor dear needed monitor helped please log retrospectively thank much lovely,Hardware
license thursday february hi accessed package please looks haven assigned license please help license word excel etc please thank,Access
to move all employees to the new location change has assigned hi about requests create location move employees location let regarding please regarding assign best regards analyst tuesday december pm re change has assigned second absolutely tuesday december re change has assigned hi absolutely understand mean create location work perform center moving best regards analyst december pm change has assigned hello please advised record number has assigned please review details take appropriate action reference number details requested location perform centre summary change additional comments requirements change dear ask change employees square perform centre blvd center best regards assign reference assignment summary change location perform centre attachments image please link kind regards please ref msg,Miscellaneous
fixing laptop screen sent thursday march fixing laptop screen dear laptop monitor little problem would appreciate if you could take look fix if possible regards software developer,Hardware
request installation tuesday july pm installation hi installed computer please help thank,Purchase
open request pm dear please provide tool enter currently out thank specialist,HR Support
access rights for big data practice wednesday october pm rights big hi please rights owners members members thanks application consultant big lead,Miscellaneous
purchase request for it final owner id has been approved thursday july pm purchase final owner id has approved dear please allocate monitor please log call relevant installation allocation thanks purchase note mailbox receive messages,Purchase
reset password for confluence sent july reset password for confluence importance high dear can you please help reset password for confluence tool asap please necessary for commercial trying reset password receive following explications please below best regards senior software developer,Access
confluence access tuesday october pm hi please link best regards analyst,Access
